0,0.0783096
1,0.0563232
2,0.0374916
3,0.0228012
4,0.0125696
5,0.0060056
6,0.0023644
7,0.0007872
8,0.0002008
9,4e-05
10,1.04e-05
11,3.2e-06
12,0
